job_title,predicted_match_percentage,skills_similarity,education_match,experience_closeness,job_Education,job_Experience
operations assistant,59.80114397119258,0.8093562126159668,0,0.9666666666666667,Bachelor's Degree in Business Administration,1.0
software engineer intern,59.7853547005656,0.8090404272079468,0,0.9666666666666667,Bachelor's Degree in Computer Science,0.0
sandwich artist,59.752697315225745,0.808387279510498,0,0.9666666666666667,High School Diploma,1.0
server,59.74615146972714,0.8349230289459229,0,0.9,Bachelor's Degree in Hospitality Management,2.0
apprentice,59.68383010766659,0.8070099353790283,0,0.9666666666666667,Associate's Degree in Electrical Engineering,0.0
trainee,59.655458296347426,0.8064424991607666,0,0.9666666666666667,Bachelor's Degree in Engineering,0.0
service crew,59.59840770978412,0.8053014874458313,0,0.9666666666666667,Associate's Degree in Culinary Arts,1.0
front desk assistant,59.591484630194365,0.8051630258560181,0,0.9666666666666667,Bachelor's Degree in Hospitality Management,1.0
assistant systems engineer,59.57925077667912,0.8049183487892151,0,0.9666666666666667,Bachelor's Degree in Computer Science,0.0
student research assistant,59.578648769758274,0.8049063086509705,0,0.9666666666666667,Bachelor's Degree in Biology,0.0
sales clerk,59.56706460688038,0.8046746253967285,0,0.9666666666666667,Bachelor's Degree in Business Administration,1.0
promotional,59.50208111139901,0.856708288192749,0,0.8333333333333334,Bachelor's Degree in Marketing,3.0
sales assistant,59.4914948569203,0.8031632304191589,0,0.9666666666666667,Bachelor's Degree in Marketing,1.0
retail assistant,59.49025210005894,0.8031383752822876,0,0.9666666666666667,Bachelor's Degree in Retail Management,1.0
support intern,59.41867288112368,0.8017067909240723,0,0.9666666666666667,Bachelor's Degree in Information Technology,0.0
support,59.398954408941194,0.8279790878295898,0,0.9,Bachelor's Degree in Information Technology,2.0
sales floor team member,59.36550553722307,0.8006434440612793,0,0.9666666666666667,High School Diploma,1.0
cast member,59.28533132838819,0.7990399599075317,0,0.9666666666666667,Bachelor's Degree in Theatre Arts,1.0
junior web developer,59.2769062117286,0.7988714575767517,0,0.9666666666666667,Bachelor's Degree in Computer Science,1.0
it intern,59.27388127596296,0.7988109588623047,0,0.9666666666666667,Bachelor's Degree in Information Technology,0.0
student representative,59.26212127938046,0.798575758934021,0,0.9666666666666667,Bachelor's Degree in Law,1.0
store clerk,59.25514753584192,0.7984362840652466,0,0.9666666666666667,High School Diploma,1.0
student employee,59.25345774413835,0.7984024882316589,0,0.9666666666666667,Bachelor's Degree,0.0
ride operator,59.23766251304681,0.7980865836143494,0,0.9666666666666667,High School Diploma,1.0
information technology intern,59.23270638676279,0.7979874610900879,0,0.9666666666666667,Bachelor's Degree in Information Technology,0.0
shift leader,59.22153522076343,0.8244307041168213,0,0.9,Associate's Degree in Hospitality Management,2.0
software engineering intern,59.21942945194905,0.7977219223976135,0,0.9666666666666667,Bachelor's Degree in Computer Science,0.0
research intern,59.195891577390356,0.7972511649131775,0,0.9666666666666667,Bachelor's Degree in Data Science,0.0
receptionist,59.176511126864256,0.7968635559082031,0,0.9666666666666667,Associate's Degree in Office Administration,1.0
freelancer,59.16898776517735,0.8233797550201416,0,0.9,Bachelor's Degree in Graphic Design,2.0
assistant supervisor,59.128724827055294,0.8225744962692261,0,0.9,Bachelor's Degree in Business Administration,2.0
it assistant,59.1282271282643,0.8225645422935486,0,0.9,Bachelor's Degree in Information Technology,2.0
cocktail waitress,59.07796080578211,0.7948925495147705,0,0.9666666666666667,Associate's Degree in Hospitality Management,1.0
manager assistant,59.04744197181172,0.8209488391876221,0,0.9,Bachelor's Degree in Business Administration,2.0
retail sales assistant,59.01829655550799,0.7936992645263672,0,0.9666666666666667,Associate's Degree in Retail Management,1.0
campus representative,59.0064709938153,0.7934627532958984,0,0.9666666666666667,Bachelor's Degree in Marketing,1.0
data processing executive,58.96975327669955,0.8193950653076172,0,0.9,Bachelor's Degree in Data Science,2.0
project intern,58.959180667973655,0.7925169467926025,0,0.9666666666666667,Bachelor's Degree in Engineering,0.0
checker,58.94576538706637,0.8189153075218201,0,0.9,Bachelor's Degree in Business Administration,2.0
software engineer,58.945016093355136,0.845566987991333,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
junior account manager,58.9303737427414,0.7919408082962036,0,0.9666666666666667,Bachelor's Degree in Marketing,1.0
assembly line,58.921135022668985,0.7917560338973999,0,0.9666666666666667,High School Diploma,1.0
brand representative,58.89332223961014,0.8178664445877075,0,0.9,Bachelor's Degree in Marketing,2.0
usher,58.89310891829447,0.7911955118179321,0,0.9666666666666667,Associate's Degree in Performing Arts,1.0
communications intern,58.87555535015688,0.7908444404602051,0,0.9666666666666667,Bachelor's Degree in Communications,0.0
summer camp counselor,58.83864815358372,0.7901062965393066,0,0.9666666666666667,Bachelor's Degree in Recreation Management,1.0
junior researcher,58.82508809670324,0.7898350954055786,0,0.9666666666666667,Bachelor's Degree in Social Sciences,0.0
stocker,58.82033164598209,0.7897399663925171,0,0.9666666666666667,High School Diploma,1.0
letter carrier,58.77801705264183,0.8155603408813477,0,0.9,Bachelor's Degree in Business Administration,2.0
package handler,58.7768828395512,0.7888709902763367,0,0.9666666666666667,High School Diploma,1.0
social media intern,58.77285952597127,0.7887905240058899,0,0.9666666666666667,Bachelor's Degree in Marketing,0.0
networking,58.75653428294872,0.8417973518371582,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
file clerk,58.74911601538516,0.7883156538009644,0,0.9666666666666667,Associate's Degree in Office Administration,1.0
sales intern,58.739948820887506,0.7881323099136353,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
media intern,58.70720202857921,0.7874773740768433,0,0.9666666666666667,Bachelor's Degree in Media Studies,0.0
summer trainee,58.69794244688082,0.7872921824455261,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
salesperson,58.68982601896991,0.8137965202331543,0,0.9,Bachelor's Degree in Marketing,2.0
crew,58.687037776963095,0.787074089050293,0,0.9666666666666667,High School Diploma,1.0
loader,58.68269855876134,0.7869873046875,0,0.9666666666666667,High School Diploma,1.0
noc engineer,58.676807108956055,0.840202808380127,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
line support,58.674065295257144,0.8401479721069336,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
camp counselor,58.672738622476814,0.7867881059646606,0,0.9666666666666667,Bachelor's Degree in Education,1.0
network technician,58.6364977425261,0.8127299547195435,0,0.9,Bachelor's Degree in Computer Science,2.0
kitchen staff,58.633253524980226,0.7859984040260315,0,0.9666666666666667,Culinary Arts Degree,1.0
enumerator,58.63177705459232,0.8126355409622192,0,0.9,Bachelor's Degree in Social Sciences,2.0
student ambassador,58.62324166933833,0.8124648332595825,0,0.9,Bachelor's Degree in Communications,2.0
warehouse associate,58.62290019803456,0.7857913374900818,0,0.9666666666666667,High School Diploma,1.0
ebusiness,58.61010951049777,0.8388688564300537,0,0.8333333333333334,Bachelor's Degree in Business Administration,3.0
campus ambassador,58.60922987255966,0.7855179309844971,0,0.9666666666666667,Bachelor's Degree in Marketing,1.0
master student,58.605909893798156,0.7854515314102173,0,0.9666666666666667,Master's Degree in Life Sciences,0.0
technical assistant,58.60478509081946,0.8120957016944885,0,0.9,Bachelor's Degree in Engineering,2.0
operations intern,58.59577710404131,0.785248875617981,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
research assistant,58.580315658965276,0.7849396467208862,0,0.9666666666666667,Master's Degree in Molecular Biology,1.0
office staff,58.5596315915236,0.8111926317214966,0,0.9,Bachelor's Degree in Business Administration,2.0
junior account executive,58.53911692790687,0.7841156721115112,0,0.9666666666666667,Bachelor's Degree in Public Relations,1.0
network administrator,58.53900712872755,0.8374468088150024,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
programer,58.53447121519522,0.8373560905456543,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
assistant,58.52067101490853,0.8104134202003479,0,0.9,Bachelor's Degree in Business Administration,2.0
game advisor,58.50563574304876,0.810112714767456,0,0.9,Bachelor's Degree in Game Design,2.0
network support engineer,58.499826014923656,0.8366631865501404,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
assembly line worker,58.494180985567546,0.7832169532775879,0,0.9666666666666667,High School Diploma,1.0
data entry clerk,58.484720472897706,0.8096944093704224,0,0.9,Associate's Degree in Business Administration,2.0
catering assistant,58.48141665070621,0.7829616665840149,0,0.9666666666666667,Associate's Degree in Culinary Arts,1.0
office clerk,58.467779107786406,0.7826889157295227,0,0.9666666666666667,Associate's Degree in Office Administration,1.0
account coordinator,58.453000135902826,0.7823933362960815,0,0.9666666666666667,Bachelor's Degree in Marketing,1.0
office worker,58.44052958862875,0.8088105916976929,0,0.9,Bachelor's Degree in Business Administration,2.0
developer,58.43640369174266,0.8353947401046753,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
information technology and services professional,58.43198526267791,0.8086397051811218,0,0.9,Bachelor's Degree in Information Technology,2.0
information technology analyst,58.42916894317196,0.8085833787918091,0,0.9,Bachelor's Degree in Information Technology,2.0
undergraduate teaching assistant,58.42514390476835,0.781836211681366,0,0.9666666666666667,Bachelor's Degree in Education,1.0
phd student,58.423621006072544,0.7818057537078857,0,0.9666666666666667,Doctoral Degree in Cell Biology,0.0
specialist,58.420647203670775,0.8350796103477478,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
student supervisor,58.38586616812286,0.8077173233032227,0,0.9,Bachelor's Degree in Education,2.0
summer internship,58.38297063775391,0.7809927463531494,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
customer service representative csr,58.382623675400666,0.807652473449707,0,0.9,Bachelor's Degree in Business Administration,2.0
co-op student,58.34200436481345,0.7801734209060669,0,0.9666666666666667,Bachelor's Degree in Mechanical Engineering,0.0
front of house,58.32275676933142,0.806455135345459,0,0.9,Bachelor's Degree in Hospitality Management,2.0
clerical assistant,58.31393355695471,0.7796120047569275,0,0.9666666666666667,Associate's Degree in Office Administration,1.0
software developer,58.30893319660157,0.8328453302383423,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
end developer,58.29165977029844,0.8324998617172241,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
store associate,58.288187330275484,0.7790970802307129,0,0.9666666666666667,High School Diploma,1.0
development intern,58.27669555459831,0.778867244720459,0,0.9666666666666667,Bachelor's Degree in Arts or Humanities,0.0
marketing intern,58.25353616953936,0.7784040570259094,0,0.9666666666666667,Bachelor's Degree in Marketing,0.0
student intern,58.2529848265673,0.778393030166626,0,0.9666666666666667,Bachelor's Degree in a relevant field,0.0
it technician,58.24474024866828,0.8048948049545288,0,0.9,Bachelor's Degree in Information Technology,2.0
summer intern,58.23689455247989,0.7780712246894836,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
work study student,58.23372656556473,0.7780078649520874,0,0.9666666666666667,Bachelor's Degree,0.0
deli clerk,58.233649079525414,0.7780063152313232,0,0.9666666666666667,High School Diploma,1.0
packer,58.23280865402205,0.7779895067214966,0,0.9666666666666667,High School Diploma,1.0
it officer,58.204124387728434,0.8307491540908813,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
mail carrier,58.19708037402374,0.8039416074752808,0,0.9,High School Diploma,2.0
data entry specialist,58.180528163932706,0.8036105632781982,0,0.9,Bachelor's Degree in Business Administration,2.0
sales man,58.1731967925204,0.8034639358520508,0,0.9,Bachelor's Degree in Business Administration,2.0
network admin,58.16903215261466,0.8300473093986511,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
life guard,58.1534957323165,0.7764032483100891,0,0.9666666666666667,Associate's Degree in Lifeguarding and Water Safety,1.0
mail clerk,58.15047675701542,0.7763428688049316,0,0.9666666666666667,High School Diploma,1.0
volunteering,58.145808457854116,0.8029161691665649,0,0.9,Bachelor's Degree in Nonprofit Management,2.0
sales staff,58.14165401405381,0.802833080291748,0,0.9,Bachelor's Degree in Business Administration,2.0
it helpdesk,58.14014303628713,0.8028028607368469,0,0.9,Bachelor's Degree in Information Technology,2.0
associate account manager,58.13875424804398,0.8027750849723816,0,0.9,Bachelor's Degree in Marketing,2.0
transporter,58.13696438385144,0.77607262134552,0,0.9666666666666667,Associate's Degree in Health Sciences,1.0
vendor,58.121247108214305,0.8290916085243225,0,0.8333333333333334,Bachelor's Degree in Business Administration,3.0
data entry operator,58.1004552829954,0.802009105682373,0,0.9,Bachelor's Degree in Computer Science,2.0
software engg,58.088401968240724,0.8284347057342529,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
it staff,58.08827083802034,0.8284320831298828,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
account specialist,58.0823563323503,0.8016471266746521,0,0.9,Bachelor's Degree in Business Administration,2.0
student tutor,58.08032208911069,0.774939775466919,0,0.9666666666666667,Bachelor's Degree in Education,1.0
customer service,58.074706076083885,0.8014941215515137,0,0.9,Bachelor's Degree in Communication,2.0
internship trainee,58.07414108735901,0.7748161554336548,0,0.9666666666666667,Bachelor's Degree in Engineering,0.0
tech,58.06725423997173,0.8280117511749268,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
shift lead,58.06623029547552,0.8013246059417725,0,0.9,Associate's Degree in Business Administration,2.0
employer,58.05276137038717,0.827721893787384,0,0.8333333333333334,Bachelor's Degree in Business Administration,3.0
software programmer,58.050857001959336,0.8276838064193726,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
retail sales associate,58.050445260489404,0.7743422389030457,0,0.9666666666666667,High School Diploma,1.0
srexecutive,58.0478469673551,0.8276236057281494,0,0.8333333333333334,Bachelor's Degree in Business Administration,3.0
factory worker,58.04532098578905,0.8009064197540283,0,0.9,High School Diploma,2.0
operations associate,58.038484332935454,0.8007696866989136,0,0.9,Bachelor's Degree in Business Administration,2.0
sales trainee,58.03346687718213,0.7740026712417603,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
it systems,58.02517037992574,0.8271700739860535,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
runner,58.0015605103772,0.7733645439147949,0,0.9666666666666667,Bachelor's Degree in Film Production,1.0
programmer,57.99317758638465,0.8265302181243896,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
marketing and communications intern,57.97681862197681,0.7728697061538696,0,0.9666666666666667,Bachelor's Degree in Marketing,0.0
computer engineer,57.970241718746806,0.8260715007781982,0,0.8333333333333334,Bachelor's Degree in Computer Engineering,3.0
front desk associate,57.967131611653585,0.7993426322937012,0,0.9,Bachelor's Degree in Hospitality Management,2.0
data analyst intern,57.96499306028412,0.7726331949234009,0,0.9666666666666667,Bachelor's Degree in Data Science,0.0
bar staff,57.94497060440892,0.7988994121551514,0,0.9,Bachelor's Degree in Hospitality Management,2.0
project trainee,57.93261581677873,0.771985650062561,0,0.9666666666666667,Bachelor's Degree in Pharmaceutical Sciences,0.0
graduate trainee,57.93211811798773,0.7719756960868835,0,0.9666666666666667,Bachelor's Degree in Engineering,0.0
web programmer,57.92068045590671,0.8250802755355835,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
technical support executive,57.9188220463717,0.7983764410018921,0,0.9,Bachelor's Degree in Information Technology,2.0
account management intern,57.91695767637212,0.7716724872589111,0,0.9666666666666667,Bachelor's Degree in Marketing,0.0
customer service associate,57.91175293540016,0.7982350587844849,0,0.9,Bachelor's Degree in Business Administration,2.0
au pair,57.89655971122946,0.7979311943054199,0,0.9,Bachelor's Degree in Early Childhood Education,2.0
server/ bartender,57.895808692694544,0.7979161739349365,0,0.9,Associate's Degree in Hospitality Management,2.0
phd researcher,57.89049619394535,0.7711432576179504,0,0.9666666666666667,PhD in Materials Science,0.0
management intern,57.88672620010935,0.7710678577423096,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
superviser,57.87402193930873,0.82414710521698,0,0.8333333333333334,Bachelor's Degree in Business Administration,3.0
account associate,57.87262248554505,0.797452449798584,0,0.9,Bachelor's Degree in Communications,2.0
trainee engineer,57.860655128111446,0.7705464363098145,0,0.9666666666666667,Bachelor's Degree in Engineering,0.0
user interface,57.85996418363725,0.8238659501075745,0,0.8333333333333334,Bachelor's Degree in Graphic Design,3.0
delivery driver,57.85747396485857,0.7971494793891907,0,0.9,High School Diploma,2.0
network engineer,57.85407524464916,0.8237481713294983,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
junior research fellow,57.85206609867638,0.7703746557235718,0,0.9666666666666667,Master's Degree in Molecular Biology,0.0
helper,57.85158502587048,0.7970317006111145,0,0.9,Associate's Degree in Aviation Maintenance,2.0
social media marketing intern,57.85060578485849,0.7703454494476318,0,0.9666666666666667,Bachelor's Degree in Marketing,0.0
business development assistant,57.849503098914354,0.7703233957290649,0,0.9666666666666667,Bachelor's Degree in Business Administration,1.0
student internship,57.84789973394695,0.7702913284301758,0,0.9666666666666667,Bachelor's Degree in Engineering,0.0
assistant account executive,57.830167351872475,0.7699366807937622,0,0.9666666666666667,Bachelor's Degree in Public Relations,1.0
general assistant,57.8285269687091,0.7965705394744873,0,0.9,Bachelor's Degree in Business Administration,2.0
network specialist,57.81996052572369,0.8230658769607544,0,0.8333333333333334,Bachelor's Degree in Network Administration,3.0
overnight stocker,57.818782864557434,0.7697089910507202,0,0.9666666666666667,High School Diploma,1.0
web master,57.808731010487286,0.8228412866592407,0,0.8333333333333334,Bachelor's Degree in Web Development,3.0
it engineer,57.80334871098703,0.8227336406707764,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
genius,57.79613654886598,0.8225893974304199,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
computer teacher,57.79412316725234,0.7958824634552002,0,0.9,Bachelor's Degree in Education,2.0
technical expert,57.79000323083081,0.8224667310714722,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
summer research intern,57.78908186964075,0.7691149711608887,0,0.9666666666666667,Bachelor's Degree in Biology,0.0
graduate student research assistant,57.78029018441055,0.7689391374588013,0,0.9666666666666667,Master's Degree in a relevant scientific field,1.0
receiver,57.77801203153895,0.7955602407455444,0,0.9,Associate's Degree in Logistics,2.0
phd candidate,57.77054780508258,0.7687442898750305,0,0.9666666666666667,Doctoral Degree in Molecular Biology,1.0
caretaker,57.753544324508454,0.7950708866119385,0,0.9,Bachelor's Degree in Early Childhood Education,2.0
internship student,57.74452739703346,0.7682238817214966,0,0.9666666666666667,Bachelor's Degree in Research,0.0
order picker,57.7054863541468,0.767443060874939,0,0.9666666666666667,High School Diploma,1.0
manager trainee,57.70546251228855,0.7674425840377808,0,0.9666666666666667,Bachelor's Degree in Business Administration,1.0
sale associate,57.70479494025751,0.7674292325973511,0,0.9666666666666667,Bachelor's Degree in Fashion Merchandising,1.0
store assistant,57.69945310860061,0.7939890623092651,0,0.9,Bachelor's Degree in Retail Management,2.0
junior manager,57.67602252240404,0.793520450592041,0,0.9,Bachelor's Degree in Metallurgical Engineering,2.0
business development intern,57.674259480302034,0.7668185234069824,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
teacher's assistant,57.67401510125496,0.7668136358261108,0,0.9666666666666667,Bachelor's Degree in Education,1.0
public relations intern,57.66197794307028,0.766572892665863,0,0.9666666666666667,Bachelor's Degree in Public Relations,0.0
industrial trainee,57.65061133714893,0.7663455605506897,0,0.9666666666666667,Bachelor's Degree in Hospitality Management,0.0
help desk,57.65026735502798,0.7930053472518921,0,0.9,Bachelor's Degree in Information Technology,2.0
assistant consultant,57.647305004140236,0.7929461002349854,0,0.9,Bachelor's Degree in Information Technology,2.0
it support engineer,57.63027595688418,0.7926055192947388,0,0.9,Bachelor's Degree in Information Technology,2.0
page,57.62404256636003,0.7658141851425171,0,0.9666666666666667,Bachelor's Degree in Library Science,1.0
junior consultant,57.61752777859284,0.7656838893890381,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
information technology technician,57.61518108037876,0.7923036217689514,0,0.9,Bachelor's Degree in Information Technology,2.0
business assistant,57.60881232399336,0.7921762466430664,0,0.9,Bachelor's Degree in Business Administration,2.0
digital marketing intern,57.60625057963993,0.765458345413208,0,0.9666666666666667,Bachelor's Degree in Marketing,0.0
production worker,57.60567837504189,0.7654469013214111,0,0.9666666666666667,High School Diploma,1.0
contractor,57.60466854571358,0.8187600374221802,0,0.8333333333333334,Bachelor's Degree in Information Technology,3.0
receiving clerk,57.59556346667874,0.7652446031570435,0,0.9666666666666667,High School Diploma,1.0
pr intern,57.59311967620797,0.7651957273483276,0,0.9666666666666667,Bachelor's Degree in Public Relations,0.0
network analyst,57.591078686510286,0.8184882402420044,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
front desk receptionist,57.57999347783198,0.7915998697280884,0,0.9,Associate's Degree in Hospitality Management,2.0
business analyst intern,57.56086462222611,0.7645506262779236,0,0.9666666666666667,Bachelor's Degree in Business Administration,0.0
tech support,57.560058704101536,0.7912011742591858,0,0.9,Bachelor's Degree in Computer Science,2.0
engineering trainee,57.55842083175534,0.7645017504692078,0,0.9666666666666667,Bachelor's Degree in Mechanical Engineering,0.0
application developer,57.55683581759672,0.8178033828735352,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
technical support representative,57.54873382143212,0.7909746766090393,0,0.9,Bachelor's Degree in Computer Science,2.0
computer tech,57.53630923305086,0.7907261848449707,0,0.9,Bachelor's Degree in Computer Science,2.0
telecom engineer,57.52962331663503,0.8172591328620911,0,0.8333333333333334,Bachelor's Degree in Telecommunications Engineering,3.0
deli,57.52711945210354,0.7638757228851318,0,0.9666666666666667,High School Diploma,1.0
production technician,57.506283392815504,0.7901256680488586,0,0.9,Associate's Degree in Manufacturing Technology,2.0
bartender/ server,57.50456081855684,0.7900912165641785,0,0.9,Associate's Degree in Hospitality Management,2.0
business specialist,57.50424961899098,0.8167516589164734,0,0.8333333333333334,Bachelor's Degree in Business Administration,3.0
support engineer,57.49991934148607,0.8166650533676147,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
visiting scholar,57.489597072271806,0.7897919416427612,0,0.9,PhD in a relevant field,2.0
customer assistant,57.48871492351651,0.7897742986679077,0,0.9,Bachelor's Degree in Business Administration,2.0
customer support engineer,57.47968952475976,0.8162604570388794,0,0.8333333333333334,Bachelor's Degree in Computer Science,3.0
cashier customer service,57.47288518504618,0.7627910375595093,0,0.9666666666666667,High School Diploma,1.0
